brand,aggregateRating/reviewCount,offers/price,depth,width,aggregateRating/ratingValue
4,1.608239514835605,-6.438062071607957e-07,-0.2779230900354572,0.13840861778653832,3
4,1.1276731126227169,-6.438062071607957e-07,-0.14974940336689957,0.6982912680859001,2
8,-0.24647659972899574,-6.438062071607957e-07,-0.3365167753696551,0.18639855924076945,3
10,1.2955818555645693,-6.438062071607957e-07,-0.6514578340409681,-0.1367337132177193,3
10,0.3228691378324582,-6.438062071607957e-07,-0.32186835403610525,0.055226052599204635,3
4,1.3303215954835732,-6.438062071607957e-07,0.08462533796989194,0.6790952915042081,3
8,-0.0882177845424221,-6.438062071607957e-07,1.644682209992909,-0.8437855173100565,3
8,0.849755193270685,-6.438062071607957e-07,-0.3365167753696551,0.18639855924076945,3
13,0.5042877796317011,-6.438062071607957e-07,1.5787643139919365,-0.9429647296488002,3
3,0.2089999903201674,-6.438062071607957e-07,1.0953664099848044,-0.9749580239516208,3
13,0.42901834314052584,-6.438062071607957e-07,1.5787643139919365,-0.9429647296488002,3
6,2.8492202241644686,-6.438062071607957e-07,-0.5049736207054735,0.24078715955556457,3
6,1.737548546756342,-6.438062071607957e-07,-0.25228835270174554,0.6854939503647721,3
1,0.17040027929905188,0.036641049973098264,0.49111902997588913,0.7206865740978747,2
8,5.829117914994587,-6.438062071607957e-07,0.1102600753036036,0.7462812095401312,3
6,3.219777449967178,-6.438062071607957e-07,-0.25228835270174554,0.6854939503647721,3
6,1.1296030981737726,-6.438062071607957e-07,0.18350218197135063,1.1717920237676462,3
6,2.673591539018393,-6.438062071607957e-07,-0.5049736207054735,0.24078715955556457,3
6,2.440063287340644,-6.438062071607957e-07,-0.05453466469882817,0.6982912680859001,3
6,2.137055555824887,-6.438062071607957e-07,-0.142425192700125,0.7174872446675927,2
4,-0.28700629630116703,-6.438062071607957e-07,-0.37679993403691586,0.25998313613725715,1
10,0.01986140631670135,-6.438062071607957e-07,-0.028899927365116523,0.47113887853587366,2
6,7.672254116252853,-6.438062071607957e-07,-0.2998957220357815,0.26638179499782116,1
